is_weekend,is_peak_hour,is_late_night,is_offpeak,is_ramadan,is_uae_public_holiday,is_suhoor_window,is_iftar_window,event_demand_multiplier,temperature_c,humidity_pct,is_rain,is_sandstorm,weather_demand_factor,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,is_airport_ride,is_intrazone_trip,pickup_density_score,dropoff_density_score,route_direct_distance_km,route_distance_km,route_efficiency_ratio,route_bearing_deg,salik_gates,is_hala_product,is_careem_plus,demand_index,traffic_index,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,rain_x_peak,storm_x_peak,ramadan_x_hour,event_x_peak,airport_x_peak,route_mid_lat,route_mid_lon,lat_delta,lon_delta,bearing_sin,bearing_cos,distance_gap_km,traffic_x_peak,distance_x_traffic,efficiency_x_traffic,product_type_Comfort,product_type_Eco Friendly,product_type_Electric,product_type_Executive,product_type_Hala Kids,product_type_Hala MAX,product_type_Hala Taxi,product_type_Kids,product_type_MAX,product_type_Premier,payment_method_Careem Pay,payment_method_Careem Plus,payment_method_Cash,payment_method_Credit Card,event_type_Art/Culture,event_type_Cultural Event,event_type_Food Festival,event_type_National Holiday,event_type_New Year Event,event_type_Religious Holiday,event_type_Shopping Festival,event_type_Sports Event,event_type_Tech Conference,event_type_Trade Show
0,1,0,0,0,0,0,0,1.0,32.4,59.3,0,0,1.0,25.181612,55.271726,25.285461,55.373045,0,0,1.25,0.92,15.4,21.89,1.422,41.41,1,0,0,1.475,1.135,0.7071067811865476,-0.7071067811865475,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,25.2335365,55.322385499999996,0.1038490000000003,0.1013189999999966,0.6614427743298386,0.7499956375118766,6.49,1.135,24.84515,1.61397,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1.0,22.2,69.8,0,0,1.0,25.257487,55.375613,25.342019,55.42378,1,0,1.1,0.95,10.57,15.17,1.435,27.24,1,1,1,1.1,0.953,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,0,0,25.299753000000003,55.399696500000005,0.08453199999999939,0.048166999999999405,0.45771874538167,0.8890970420186033,4.6,0.0,14.457009999999999,1.367555,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1.035,23.6,70.4,0,0,1.0,25.112884,55.121217,25.096743,55.18466,0,0,1.2,1.05,6.64,8.59,1.294,105.68,0,1,0,1.242,0.91,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,0,0,25.1048135,55.152938500000005,-0.01614100000000107,0.06344299999999947,0.9627861451488189,-0.27026438668362784,1.9500000000000002,0.0,7.8169,1.17754,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,0,0,0,1.0,19.9,64.2,0,0,1.0,25.128575,55.133047,25.107083,55.265915,0,0,1.2,1.05,13.59,17.96,1.321,100.1,1,1,0,1.26,0.914,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,0,0,0,0,25.117829,55.199481,-0.021492000000002065,0.13286800000000198,0.9845031799744367,-0.17536672609198697,4.370000000000001,0.0,16.41544,1.207394,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1.0,32.3,66.1,0,0,1.0,25.250711,55.370331,25.267446,55.327864,1,0,1.1,1.05,4.66,6.71,1.441,293.55,0,0,0,1.1,0.849,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,25.2590785,55.3490975,0.01673500000000061,-0.04246700000000203,-0.9167117510316201,0.39954920287812,2.05,0.0,5.69679,1.223409,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1.0,32.9,69.4,0,0,1.0,25.182341,55.272247,25.186775,55.282095,0,1,1.25,1.25,1.11,4.78,4.315,63.55,0,1,1,1.475,1.258,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0,0,0,1,0,25.184558000000003,55.277170999999996,0.004433999999999827,0.00984799999999808,0.895323401834578,0.44541666574945166,3.67,1.258,6.013240000000001,5.42827,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1.0,38.5,75.1,0,0,1.0,25.283748,55.380827,25.08712,55.145225,0,0,0.92,1.25,32.25,39.66,1.23,227.37,3,1,0,1.14,1.234,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,25.185434,55.263025999999996,-0.19662800000000047,-0.23560199999999298,-0.7357425748043749,-0.6772612964138943,7.409999999999997,1.234,48.940439999999995,1.51782,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,1,0,1.0,29.8,62.0,0,0,1.0,25.216958,55.280985,25.093216,55.135288,0,0,1.35,1.25,20.11,22.45,1.116,226.85,2,0,0,1.428,0.882,0.49999999999999994,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0,2,0,0,25.155087,55.2081365,-0.12374200000000002,-0.1456969999999984,-0.7295657298191018,-0.6839107002186188,2.34,0.0,19.8009,0.9843120000000001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1.0,41.0,56.0,0,0,1.0,24.94007,55.0774,25.242458,55.304246,0,0,0.85,1.05,40.65,51.21,1.26,34.14,2,1,0,0.892,0.884,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,25.091264,55.190822999999995,0.30238800000000055,0.22684600000000188,0.5612169530617378,0.8276687330062066,10.560000000000002,0.0,45.26964,1.11384,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1.18,30.3,55.5,0,0,1.0,25.098379,55.188798,25.118229,55.133727,0,0,1.05,1.2,5.97,12.07,2.022,291.72,0,1,0,1.239,0.885,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,25.108304,55.1612625,0.019849999999998147,-0.055070999999998094,-0.9290034489644243,0.3700710631921985,6.1000000000000005,0.0,10.68195,1.78947,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,1.035,21.1,71.2,0,0,1.0,25.121843,55.119781,25.090854,55.186107,0,0,1.2,1.05,7.51,9.68,1.288,117.28,0,0,0,1.242,0.861,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,0,0,25.1063485,55.152944000000005,-0.030988999999998157,0.06632599999999655,0.8887772774108115,-0.4583393406180899,2.17,0.0,8.33448,1.108968,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,1.0,37.2,50.4,0,0,1.0,25.285805,55.382864,25.181523,55.360229,0,0,0.92,0.95,11.82,17.26,1.461,191.11,0,0,0,0.846,0.852,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,25.233663999999997,55.371546499999994,-0.10428200000000132,-0.02263500000000107,-0.19269323147188425,-0.9812590476244909,5.440000000000001,0.0,14.705520000000002,1.244772,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1.0,23.0,67.0,0,0,1.0,25.270141,55.358861,25.17904,55.348452,1,0,1.1,0.95,10.18,14.42,1.416,185.9,0,1,0,1.298,1.282,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0,0,0,1,1,25.224590499999998,55.3536565,-0.09110099999999832,-0.010408999999995672,-0.10279253678724694,-0.9947028171171742,4.24,1.282,18.48644,1.815312,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1.0,30.9,61.2,0,0,1.0,25.284948,55.369783,25.180926,55.271274,0,0,0.92,1.25,15.23,23.63,1.551,220.61,1,0,0,1.14,1.275,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,25.232937,55.320528499999995,-0.1040220000000005,-0.09850899999999996,-0.6509067251956093,-0.7591577142433102,8.399999999999999,1.275,30.128249999999998,1.9775249999999998,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1.035,22.8,66.7,0,0,1.0,25.038254,55.240549,25.187748,55.267346,0,0,0.9,1.25,16.84,20.14,1.196,9.21,1,0,0,0.857,0.797,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,0,0,25.113000999999997,55.2539475,0.14949400000000068,0.026797000000001958,0.16005347303574408,0.9871083455068123,3.3000000000000007,0.0,16.05158,0.9532120000000001,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,0,0,0,1.0,29.5,60.1,0,0,1.0,25.097975,55.185861,25.271694,55.322809,0,0,1.05,1.05,23.73,28.87,1.217,35.47,2,1,0,1.102,1.06,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,25.1848345,55.254335,0.1737189999999984,0.13694799999999674,0.5802766062403057,0.8144194621018294,5.140000000000001,0.0,30.602200000000003,1.2900200000000002,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,1.0,26.4,63.0,0,0,1.0,25.247457,55.367018,25.087085,55.14541,1,0,1.1,1.25,28.56,37.27,1.305,231.4,3,0,0,0.972,0.913,0.0,1.0,0.0,1.0,1.0,6.123233995736766e-17,0,0,0,0,0,25.167271,55.256214,-0.1603720000000024,-0.22160800000000336,-0.7815204724188187,-0.6238795967093862,8.710000000000004,0.0,34.02751000000001,1.191465,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1.0,36.2,72.7,0,0,1.0,25.149374,55.222156,25.257186,55.305543,0,0,1.15,1.05,14.63,19.22,1.313,34.97,1,1,0,1.208,0.973,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,25.20328,55.2638495,0.10781199999999913,0.08338700000000188,0.5731474507386088,0.8194522559074653,4.589999999999998,0.0,18.70106,1.2775489999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1.0,25.4,58.8,0,0,1.0,25.222108,55.435559,25.097451,55.184516,0,0,1.0,1.05,28.82,39.97,1.387,241.3,2,1,0,1.239,1.281,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,25.1597795,55.3100375,-0.12465699999999913,-0.2510429999999957,-0.8771461637055887,-0.480223497443189,11.149999999999999,1.281,51.20157,1.7767469999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1.0,33.3,56.3,0,0,1.0,25.282657,55.323536,25.124538,55.378782,0,0,1.05,1.05,18.44,24.18,1.311,162.44,2,1,1,1.05,0.821,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,25.2035975,55.351158999999996,-0.15811899999999923,0.0552460000000039,0.3017043644967037,-0.9534015294951231,5.739999999999998,0.0,19.851779999999998,1.076331,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1.15,34.1,55.7,0,0,1.0,25.277586,55.334343,25.179355,55.226959,0,0,1.05,1.15,15.36,18.37,1.196,224.7,2,1,0,1.268,0.926,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,25.2284705,55.280651,-0.0982309999999984,-0.10738399999999615,-0.7033947028105036,-0.7107994738729927,3.0100000000000016,0.0,17.010620000000003,1.107496,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,1,0,0,0,0,0,0,1.08,22.6,59.9,0,0,1.0,25.080255,55.141366,25.21358,55.427503,0,0,1.25,1.0,32.39,42.76,1.32,62.7,3,1,0,1.673,1.291,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,0,0,1,0,25.1469175,55.2844345,0.13332499999999925,0.28613700000000364,0.8886172326549489,0.4586495544843149,10.369999999999997,1.291,55.20316,1.70412,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1.0,27.4,68.1,0,0,1.0,25.150914,55.22944,25.355144,55.417842,0,0,0.9,0.95,29.58,33.93,1.147,39.8,2,1,0,1.062,1.19,0.7071067811865476,-0.7071067811865475,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,25.253028999999998,55.323640999999995,0.20422999999999902,0.1884020000000035,0.6401096994849554,0.7682835235935234,4.350000000000001,1.19,40.3767,1.36493,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,1.025,25.8,57.3,0,0,1.0,25.08173,55.138236,25.349651,55.421668,0,0,1.25,0.95,41.24,51.49,1.249,43.68,3,0,0,1.524,1.265,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0,0,18,1,0,25.2156905,55.279951999999994,0.2679210000000012,0.2834319999999977,0.6906300058494228,0.723208265315342,10.25,1.265,65.13485,1.579985,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1.0,30.1,40.6,0,0,1.0,25.040674,55.130032,25.182814,55.265672,0,0,0.85,1.25,20.89,28.44,1.361,40.8,2,0,0,1.003,1.176,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,25.111744,55.197852,0.14214000000000127,0.1356400000000022,0.6534206039901054,0.7569950556517564,7.550000000000001,1.176,33.44544,1.600536,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1.08,21.5,65.0,0,0,1.0,25.122291,55.13796,25.046463,55.129216,0,0,1.2,0.85,8.48,15.28,1.803,185.96,0,0,0,1.296,0.897,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,0,0,25.084377,55.133588,-0.07582800000000134,-0.008744000000000085,-0.1038341305888074,-0.9945946276372433,6.799999999999999,0.0,13.70616,1.617291,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1.0,30.2,67.2,0,0,1.0,25.245778,55.300751,25.100354,55.250212,0,0,1.05,1.05,16.95,22.61,1.334,197.47,1,1,0,1.05,0.848,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,25.173066,55.2754815,-0.145424000000002,-0.050539000000000556,-0.3002063932793111,-0.9538742691960128,5.66,0.0,19.17328,1.131232,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1.0,21.7,63.8,0,0,1.0,25.181211,55.267474,25.127918,55.13114,0,0,1.25,1.2,14.95,22.3,1.492,246.67,2,0,0,1.25,0.857,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,0,0,0,0,0,25.1545645,55.199307000000005,-0.053293000000000035,-0.13633399999999796,-0.9182391483130726,-0.3960263457211945,7.350000000000001,0.0,19.1111,1.278644,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1.0,23.9,69.7,0,0,1.0,25.250267,55.30203,25.197078,55.281273,0,0,1.05,1.3,6.27,7.37,1.174,199.45,0,1,0,1.05,0.825,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,0,0,0,25.2236725,55.2916515,-0.05318899999999971,-0.020757000000003245,-0.33298412234968394,-0.9429324335619232,1.1000000000000005,0.0,6.0802499999999995,0.9685499999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1.0,39.6,72.4,0,0,1.0,25.250056,55.361716,25.041263,55.253706,1,0,1.1,0.9,25.64,38.01,1.483,205.12,2,0,0,1.155,1.04,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,25.1456595,55.307711,-0.208793,-0.10801000000000016,-0.424515500038186,-0.9054206703115016,12.369999999999997,0.0,39.5304,1.5423200000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1.0,22.0,67.8,0,0,1.0,25.033999,55.13418,25.340821,55.423095,0,0,0.85,0.95,44.82,57.44,1.281,40.37,3,0,0,0.85,0.825,-0.8660254037844386,0.5000000000000001,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,0,0,0,25.18741,55.2786375,0.3068219999999968,0.2889150000000029,0.6477210717130795,0.7618775579178453,12.619999999999997,0.0,47.388,1.056825,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1.0,38.2,59.2,0,0,1.0,25.220203,55.280663,25.078971,55.13637,0,0,1.35,1.25,21.39,27.13,1.268,222.79,2,1,1,1.35,0.847,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,25.149587,55.2085165,-0.14123200000000224,-0.14429299999999756,-0.6793132338941257,-0.7338484382052638,5.739999999999998,0.0,22.97911,1.073996,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,1,0,1.0,25.6,56.1,0,0,1.0,25.356113,55.421917,25.277728,55.320856,0,0,0.95,1.05,13.38,17.47,1.305,229.39,1,0,0,1.055,0.948,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0,0,3,0,0,25.316920500000002,55.3713865,-0.07838500000000082,-0.1010610000000014,-0.75915771424331,-0.6509067251956095,4.089999999999998,0.0,16.561559999999997,1.23714,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,1.08,27.6,59.9,0,0,1.0,25.052122,55.239757,25.220326,55.280562,0,0,0.9,1.35,19.15,27.17,1.419,12.38,1,1,0,1.156,1.2,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0,0,19,1,0,25.136224,55.2601595,0.16820399999999935,0.040805000000005975,0.21439439115216477,0.9767471755999566,8.020000000000003,1.2,32.604,1.7028,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,1,0,1,0,0,1.25,39.5,60.8,0,0,1.0,25.243859,55.293147,25.103567,55.254871,0,0,1.05,1.05,16.07,23.28,1.449,193.88,1,1,0,1.378,1.023,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0,0,0,0,0,25.173713,55.274009,-0.14029199999999875,-0.0382759999999962,-0.23988918387447739,-0.9708002778429955,7.210000000000001,0.0,23.81544,1.482327,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,0,0,0,0,0,1.0,32.2,63.4,0,0,1.0,25.097393,55.176814,25.152614,55.240644,0,0,1.05,0.9,8.89,13.77,1.55,46.29,0,1,1,1.239,1.112,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,25.1250035,55.208729000000005,0.05522099999999952,0.06383000000000294,0.7228465531705871,0.6910085821242755,4.879999999999999,1.112,15.312240000000001,1.7236000000000002,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,1.0,25.5,50.6,0,0,1.0,25.100214,55.189985,25.089095,55.139449,0,0,1.05,1.25,5.24,11.78,2.249,256.35,0,1,0,1.249,1.347,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0,0,8,1,0,25.0946545,55.164716999999996,-0.011119000000000767,-0.050536000000001025,-0.9717554303051126,-0.23599021944251292,6.539999999999999,1.347,15.867659999999999,3.0294030000000003,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1.15,30.7,63.9,0,0,1.0,25.192251,55.279107,25.275338,55.326161,0,0,1.3,1.05,10.38,11.71,1.128,27.11,1,0,0,1.495,0.827,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,25.233794500000002,55.302634,0.08308700000000258,0.04705399999999571,0.4557002717392198,0.8901332834675947,1.33,0.0,9.68417,0.9328559999999999,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1.14,22.2,66.8,0,0,1.0,25.177916,55.353749,25.217462,55.281202,0,0,0.95,1.35,8.52,14.22,1.669,301.08,0,1,0,0.996,0.872,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,0,25.197689,55.3174755,0.03954600000000141,-0.07254700000000014,-0.8564473365755935,0.5162344038056473,5.700000000000001,0.0,12.399840000000001,1.455368,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,1.035,21.6,64.6,0,0,1.0,25.098447,55.18338,25.085946,55.136552,0,0,1.05,1.25,4.92,11.27,2.292,253.59,0,1,0,1.282,1.131,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,1,0,25.0921965,55.159966,-0.012501000000000317,-0.04682799999999787,-0.9592646820487525,-0.2825088844158814,6.35,1.131,12.746369999999999,2.592252,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,1.14,22.7,64.6,0,0,1.0,25.191164,55.270035,25.206003,55.274948,0,1,1.3,1.3,1.72,4.65,2.698,16.67,0,0,0,1.482,0.948,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,0,25.198583499999998,55.2724915,0.014838999999998492,0.004913000000001944,0.2868589657963279,0.9579728251585539,2.9300000000000006,0.0,4.4082,2.5577039999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,1.0,40.5,73.3,0,0,1.0,25.203782,55.287633,25.210375,55.432226,0,0,1.3,1.0,14.57,21.74,1.493,87.08,1,0,0,1.3,0.887,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,25.2070785,55.3599295,0.006592999999998739,0.14459300000000042,0.9987016360714307,0.05094155580906078,7.169999999999998,0.0,19.283379999999998,1.324291,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1.0,30.8,50.5,0,0,1.0,25.197636,55.273951,25.077401,55.140018,0,0,1.3,1.25,18.99,25.3,1.332,225.27,2,0,0,1.534,1.164,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,25.1375185,55.2069845,-0.12023500000000098,-0.13393299999999897,-0.7104310798498135,-0.7037667801078906,6.310000000000002,1.164,29.449199999999998,1.550448,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,1.0,34.8,40.5,0,0,1.0,25.182886,55.354226,25.129693,55.132154,0,0,0.95,1.2,23.12,30.29,1.31,255.22,2,1,0,0.95,0.853,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,25.1562895,55.24319,-0.05319300000000027,-0.22207199999999716,-0.9669124970911246,-0.25510825735167014,7.169999999999998,0.0,25.83737,1.11743,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1.0,38.3,51.9,0,0,1.0,25.085559,55.136202,25.199212,55.348682,0,0,1.25,0.95,24.84,34.8,1.401,59.38,2,0,0,1.15,0.794,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,25.1423855,55.242442,0.11365299999999934,0.21247999999999934,0.8605642855934725,0.5093418403793235,9.959999999999997,0.0,27.6312,1.112394,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1.0,25.0,63.3,0,0,1.0,25.214827,55.283338,25.033123,55.116296,0,0,1.3,0.85,26.29,30.54,1.162,219.81,2,1,1,1.365,0.917,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,0,0,0,0,25.123975,55.199816999999996,-0.18170399999999987,-0.16704200000000213,-0.6402437805056019,-0.7681717916741636,4.25,0.0,28.00518,1.065554,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1.0,32.5,48.4,0,0,1.0,25.252099,55.358962,25.182467,55.36013,1,0,1.1,0.95,7.74,14.03,1.812,179.13,0,0,0,1.1,0.984,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,25.217283000000002,55.359545999999995,-0.06963200000000214,0.0011679999999998358,0.015183781002100575,-0.9998847197524724,6.289999999999999,0.0,13.80552,1.783008,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
