ride_id,customer_id,captain_id,timestamp,date,hour,minute,day_of_week,day_name,week_of_year,month,month_name,quarter,is_weekend,is_peak_hour,is_late_night,is_offpeak,is_ramadan,is_uae_public_holiday,is_suhoor_window,is_iftar_window,active_event,event_type,event_demand_multiplier,temperature_c,humidity_pct,is_rain,is_sandstorm,weather_demand_factor,pickup_zone,dropoff_zone,pickup_neighborhood,dropoff_neighborhood,pickup_location_source,dropoff_location_source,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_area_type,dropoff_area_type,is_airport_ride,is_intrazone_trip,pickup_density_score,dropoff_density_score,route_direct_distance_km,route_distance_km,route_efficiency_ratio,route_bearing_deg,salik_gates,salik_cost_aed,product_type,is_hala_product,payment_method,is_careem_plus,demand_index,captain_availability_score,supply_pressure_index,traffic_index,wait_time_min,trip_duration_min,avg_speed_kmh,surge_multiplier,booking_fee_aed,metered_fare_aed,final_price_aed,price_per_km_aed,booking_status,cancellation_reason,captain_rating,customer_rating,eta_deviation_min
RID2025050494,CUS3532290,CAP342954,2025-08-28 17:53:00,2025-08-28,17,53,3,Thursday,35,8,August,3,False,True,False,False,False,False,False,False,,,1.0,36.2,56.9,False,False,1.0,Dubai Hills,Dubai Hills,Hadaeq Sheikh Mohammed Bin Rashid,Nadd Hessa,polygon,polygon,25.105451,55.259393,25.127145,55.382208,Medium,Medium,False,True,1.05,1.05,12.6,13.63,1.082,78.93,0,0.0,Hala Taxi,True,Careem Plus,True,1.239,0.888,0.112,1.181,3.4,22.5,36.4,1.0,7.5,44.86,50.99,3.74,Completed,,4.6,4.6,1.5
RID2025057408,CUS1898468,CAP463202,2025-09-28 10:42:00,2025-09-28,10,42,6,Sunday,39,9,September,3,True,False,False,True,False,False,False,False,,,1.0,35.6,64.6,False,False,1.0,Downtown,Ras Al Khor,Zaa'Beel Second,Al Kheeran First,polygon,polygon,25.21918,55.289321,25.192209,55.347918,High,Low,False,False,1.3,0.95,6.61,12.86,1.944,116.95,0,0.0,Hala MAX,True,Credit Card,False,1.365,0.942,0.058,0.974,2.4,15.5,49.8,1.0,5.5,48.06,49.3,3.83,Completed,,4.5,4.6,-1.7
RID2025019187,CUS4679670,CAP211884,2025-08-05 12:04:00,2025-08-05,12,4,1,Tuesday,32,8,August,3,False,False,False,True,False,False,False,False,,,1.0,40.6,67.3,False,True,1.25,Marina,Al Barsha,Marsa Dubai,Al Thanyah Second,polygon,polygon,25.090637,55.141795,25.091537,55.184587,High,Medium,False,False,1.25,1.05,4.31,7.71,1.788,88.66,0,0.0,Eco Friendly,False,Careem Pay,False,1.562,0.748,0.252,0.915,2.7,7.5,61.6,1.5,3.5,43.87,44.17,5.73,Completed,,4.7,4.6,3.4
RID2025149205,CUS1232638,CAP451657,2025-10-13 10:40:00,2025-10-13,10,40,0,Monday,42,10,October,4,False,False,False,True,False,False,False,False,GITEX Global,Tech Conference,1.18,32.9,51.1,False,False,1.0,Ras Al Khor,Dubai Hills,Ras Al Khor Industrial,Hadaeq Sheikh Mohammed Bin Rashid,polygon,polygon,25.18332,55.353682,25.107261,55.24961,Low,Medium,False,False,0.95,1.05,13.46,21.04,1.563,231.11,1,4.0,Comfort,False,Credit Card,False,1.121,1.0,0.0,0.89,3.1,24.2,52.2,1.0,3.0,74.27,72.16,3.43,Completed,,4.4,4.6,-1.1
RID2025115455,CUS4889406,CAP439847,2025-09-25 07:28:00,2025-09-25,7,28,3,Thursday,39,9,September,3,False,False,False,True,False,False,False,False,,,1.0,34.2,68.4,False,False,1.0,Al Nahda,Downtown,Al Qusais Industrial,Burj Khalifa,polygon,polygon,25.280973,55.381364,25.18938,55.275097,Medium,High,False,False,0.92,1.3,14.76,17.98,1.218,226.41,1,4.0,Hala Taxi,True,Careem Pay,False,0.92,1.0,0.0,0.859,4.4,16.4,65.9,1.0,4.0,55.31,58.22,3.24,Completed,,4.7,4.4,0.2
RID2025104931,CUS3669242,CAP486116,2025-05-28 02:19:00,2025-05-28,2,19,2,Wednesday,22,5,May,2,False,False,True,False,False,False,False,False,,,1.0,34.5,41.6,False,False,1.0,Sharjah,Palm Jumeirah,Sharjah,Nakhlat Jumeira,centroid,polygon,25.340992,55.425858,25.117279,55.128197,Low,High,False,False,0.95,1.2,38.93,43.86,1.127,230.34,3,12.0,Comfort,False,Credit Card,False,0.874,0.954,0.046,0.796,2.1,34.8,75.7,1.0,2.5,143.99,154.37,3.52,Completed,,5.0,4.2,-0.9
RID2025008444,CUS1148032,CAP359728,2025-02-26 13:24:00,2025-02-26,13,24,2,Wednesday,9,2,February,1,False,False,False,True,False,False,False,False,Dubai Food Festival,Food Festival,1.08,25.9,71.5,False,False,1.0,Palm Jumeirah,Ras Al Khor,Nakhlat Jumeira,Ras Al Khor Industrial,polygon,polygon,25.125347,55.138017,25.184077,55.359004,High,Low,False,False,1.2,0.95,23.18,34.94,1.507,73.59,2,8.0,Hala MAX,True,Careem Plus,True,1.296,0.965,0.035,0.771,4.5,33.6,62.5,1.0,5.5,118.23,117.41,3.36,Completed,,4.2,4.6,-1.7
RID2025004489,CUS2098365,CAP482800,2025-07-31 09:18:00,2025-07-31,9,18,3,Thursday,31,7,July,3,False,True,False,False,False,False,False,False,,,1.0,42.0,56.9,False,False,1.0,Ras Al Khor,DIFC,Al Kheeran First,Trade Center First,polygon,polygon,25.195624,55.354674,25.220749,55.278732,Low,High,False,False,0.95,1.35,8.13,14.95,1.838,290.1,0,0.0,Executive,False,Credit Card,False,1.121,0.986,0.014,1.241,5.0,21.8,41.2,1.0,6.0,71.74,75.95,5.08,Completed,,4.6,4.9,2.4
RID2025055207,CUS3824890,CAP340495,2025-05-25 11:21:00,2025-05-25,11,21,6,Sunday,21,5,May,2,True,False,False,True,False,False,False,False,,,1.0,38.6,47.2,False,False,1.0,Marina,Business Bay,Marsa Dubai,Business Bay,polygon,centroid,25.081478,55.136769,25.171049,55.272626,High,High,False,False,1.25,1.25,16.92,23.38,1.382,53.91,2,8.0,Eco Friendly,False,Careem Pay,False,1.312,0.885,0.115,0.98,4.8,30.0,46.8,1.25,3.5,108.52,111.91,4.79,Completed,,4.4,5.0,0.4
RID2025153242,CUS3203910,CAP327066,2025-06-10 14:34:00,2025-06-10,14,34,1,Tuesday,24,6,June,2,False,False,False,True,False,False,False,False,,,1.0,36.0,68.3,False,False,1.0,Dubai Hills,Al Barsha,Nadd Hessa,Al Thanyah First,polygon,polygon,25.12714,55.383457,25.096248,55.176589,Medium,Medium,False,False,1.05,1.05,21.11,22.58,1.069,260.68,0,0.0,MAX,False,Cash,False,1.05,0.884,0.116,0.798,3.4,21.3,63.7,1.0,5.0,110.51,109.29,4.84,Completed,,3.6,4.2,1.3
RID2025106436,CUS4215476,CAP392965,2025-06-13 17:50:00,2025-06-13,17,50,4,Friday,24,6,June,2,False,True,False,False,False,False,False,False,,,1.0,35.7,65.3,False,False,1.0,Dubai Hills,Al Barsha,Nadd Hessa,Al Thanyah Second,polygon,polygon,25.124166,55.377422,25.087138,55.182022,Medium,Medium,False,False,1.05,1.05,20.1,24.26,1.207,258.22,0,0.0,Premier,False,Cash,False,1.239,0.876,0.124,1.195,4.4,35.7,40.8,1.25,8.0,186.37,191.18,7.88,Completed,,4.5,4.4,1.9
RID2025008871,CUS1991642,CAP293947,2025-02-11 07:55:00,2025-02-11,7,55,1,Tuesday,7,2,February,1,False,False,False,True,False,False,False,False,,,1.0,24.6,55.9,False,False,1.0,Ras Al Khor,Al Barsha,Ras Al Khor Industrial,Al Thanyah Fifth,polygon,polygon,25.182114,55.357438,25.078219,55.150094,Low,Medium,False,False,0.95,1.05,23.86,26.58,1.114,241.08,1,4.0,Eco Friendly,False,Cash,False,0.95,0.989,0.011,0.819,2.1,24.7,64.6,1.0,3.5,91.7,88.13,3.32,Completed,,4.6,4.9,-0.9
RID2025049123,CUS3601191,CAP223754,2025-08-17 08:16:00,2025-08-17,8,16,6,Sunday,33,8,August,3,True,True,False,False,False,False,False,False,,,1.0,39.0,75.2,False,False,1.0,DXB Airport,Al Barsha,Dubai Int'l Airport,Al Thanyah First,polygon,polygon,25.243848,55.369379,25.099217,55.178794,High,Medium,True,False,1.1,1.05,25.03,33.0,1.318,230.06,2,8.0,MAX,False,Careem Pay,False,1.363,0.883,0.117,1.282,5.0,65.0,30.5,1.25,7.0,231.59,246.1,7.46,Completed,,4.9,4.4,1.6
RID2025008547,CUS4885286,CAP317262,2025-05-06 08:25:00,2025-05-06,8,25,1,Tuesday,19,5,May,2,False,True,False,False,False,False,False,False,,,1.0,39.0,57.7,False,False,1.0,JVC,Marina,Al Hebiah First,Marsa Dubai,polygon,polygon,25.044693,55.244972,25.086918,55.137549,Low,High,False,False,0.9,1.25,11.79,17.53,1.486,293.48,0,0.0,Comfort,False,Credit Card,False,1.062,0.855,0.145,1.103,4.1,30.0,35.1,1.0,5.0,65.99,68.14,3.89,Completed,,4.6,4.5,-2.5
RID2025092404,CUS4764993,CAP172977,2025-03-07 19:15:00,2025-03-07,19,15,4,Friday,10,3,March,1,False,True,False,False,True,False,False,False,Dubai Food Festival,Food Festival,1.15,27.2,60.8,False,False,1.0,Business Bay,Al Nahda,Business Bay,Al Qusais,polygon,polygon,25.184633,55.274622,25.284517,55.37229,High,Medium,False,False,1.25,0.92,14.83,21.11,1.424,41.47,1,4.0,Hala MAX,True,Cash,False,1.628,0.667,0.333,1.172,5.0,33.1,38.2,1.0,8.0,78.19,75.78,3.59,Completed,,4.9,4.7,-0.3
RID2025023624,CUS3908610,CAP413013,2025-04-26 19:51:00,2025-04-26,19,51,5,Saturday,17,4,April,2,True,True,False,False,False,False,False,False,,,1.0,28.3,58.0,False,False,1.0,Dubai Hills,Marina,Hadaeq Sheikh Mohammed Bin Rashid,Marsa Dubai,polygon,polygon,25.108554,55.243855,25.094776,55.14176,Medium,High,False,False,1.05,1.25,10.39,18.18,1.749,261.55,1,4.0,Comfort,False,Cash,False,1.301,0.943,0.057,1.284,3.2,27.2,40.2,1.25,5.0,83.72,93.25,5.13,Completed,,4.7,4.7,-2.7
RID2025000677,CUS2736881,CAP116303,2025-05-16 16:13:00,2025-05-16,16,13,4,Friday,20,5,May,2,False,True,False,False,False,False,False,False,,,1.0,33.8,54.9,False,False,1.0,Downtown,Ras Al Khor,Burj Khalifa,Al Kheeran First,polygon,polygon,25.194961,55.284439,25.191395,55.355859,High,Low,False,False,1.3,0.95,7.2,13.03,1.81,93.14,0,0.0,Hala Taxi,True,Credit Card,False,1.534,0.779,0.221,1.188,5.9,22.4,34.9,1.0,7.5,44.26,50.34,3.86,Completed,,4.5,4.1,-0.6
RID2025062442,CUS3865499,CAP252665,2025-01-24 10:22:00,2025-01-24,10,22,4,Friday,4,1,January,1,False,False,False,True,False,False,False,False,Dubai Shopping Festival,Shopping Festival,1.14,21.4,66.8,False,False,1.0,Mirdif,Deira,Mirdif,Al Baraha,polygon,polygon,25.224445,55.426441,25.278555,55.320638,Medium,Medium,False,False,1.0,1.05,12.22,15.25,1.247,299.51,0,0.0,Eco Friendly,False,Credit Card,False,1.14,0.955,0.045,0.88,2.3,17.3,52.9,1.0,3.5,55.41,56.28,3.69,Completed,,5.0,4.9,0.9
RID2025062080,CUS2681441,CAP253113,2025-09-01 12:32:00,2025-09-01,12,32,0,Monday,36,9,September,3,False,False,False,True,False,False,False,False,,,1.0,34.0,58.5,False,False,1.0,Jumeirah,DXB Airport,Al Satwa,Dubai Int'l Airport,polygon,polygon,25.220908,55.276809,25.246782,55.366089,Medium,High,True,False,1.15,1.1,9.43,23.47,2.489,72.22,2,8.0,Hala MAX,True,Careem Pay,False,1.15,1.0,0.0,0.889,3.6,22.5,62.5,1.0,5.5,86.73,88.59,3.77,Completed,,4.5,4.8,1.5
RID2025017977,CUS4398990,CAP370490,2025-02-27 04:57:00,2025-02-27,4,57,3,Thursday,9,2,February,1,False,False,True,False,False,False,False,False,Dubai Food Festival,Food Festival,1.08,22.1,60.7,False,False,1.0,DXB Airport,Business Bay,Dubai Int'l Airport,Business Bay,polygon,polygon,25.255286,55.36788,25.185468,55.282898,High,High,True,False,1.1,1.25,11.55,19.1,1.654,227.77,1,4.0,Hala Taxi,True,Cash,False,1.093,0.934,0.066,0.92,6.6,16.9,67.6,1.0,4.0,74.11,70.78,3.71,Completed,,4.9,4.7,-1.2
RID2025098864,CUS1588581,CAP411706,2025-03-25 03:58:00,2025-03-25,3,58,1,Tuesday,13,3,March,1,False,False,True,False,True,False,True,False,,,1.0,28.2,59.8,False,False,1.0,Deira,Al Nahda,Hor Al Anz,Al Qusais Industrial,polygon,polygon,25.271631,55.335844,25.283285,55.384271,Medium,Medium,False,False,1.05,0.92,5.04,6.62,1.314,75.09,0,0.0,Hala Taxi,True,Credit Card,False,1.111,0.96,0.04,0.897,1.8,5.4,73.1,1.0,4.0,24.85,26.31,3.97,Completed,,4.4,4.7,-0.3
RID2025010068,CUS2495090,CAP390999,2025-07-02 09:19:00,2025-07-02,9,19,2,Wednesday,27,7,July,3,False,True,False,False,False,False,False,False,,,1.0,38.9,67.0,False,False,1.0,Dubai Hills,Deira,Hadaeq Sheikh Mohammed Bin Rashid,Hor Al Anz,polygon,polygon,25.104211,55.255439,25.277955,55.329179,Medium,Medium,False,False,1.05,1.05,20.7,23.78,1.149,20.99,2,8.0,Hala Kids,True,Credit Card,False,1.239,0.856,0.144,1.104,4.7,40.1,35.6,1.0,7.5,78.97,75.24,3.16,Completed,,4.3,4.5,0.5
RID2025122537,CUS1727169,CAP117181,2025-09-14 01:49:00,2025-09-14,1,49,6,Sunday,37,9,September,3,True,False,True,False,False,False,False,False,,,1.0,37.4,57.7,False,False,1.0,Jumeirah,DXB Airport,Umm Suqeim First,Dubai Int'l Airport,polygon,polygon,25.163986,55.214354,25.25345,55.362028,Medium,High,True,False,1.15,1.1,17.88,22.12,1.237,56.16,2,8.0,MAX,False,Careem Pay,False,1.111,0.912,0.088,0.985,3.9,18.2,72.7,1.0,4.5,114.57,121.1,5.48,Completed,,5.0,4.8,-2.3
RID2025054255,CUS3756327,CAP298325,2025-05-24 14:17:00,2025-05-24,14,17,5,Saturday,21,5,May,2,True,False,False,True,False,False,False,False,,,1.0,34.6,52.8,False,False,1.0,Downtown,Business Bay,Burj Khalifa,Business Bay,polygon,polygon,25.191955,55.272207,25.183,55.267395,High,High,False,False,1.3,1.25,1.11,5.9,5.324,205.93,0,0.0,Hala Taxi,True,Credit Card,False,1.365,0.78,0.22,1.019,2.8,7.8,45.4,1.0,4.0,23.42,24.48,4.15,Completed,,4.4,4.6,-0.4
RID2025112810,CUS2942239,CAP123959,2025-05-15 16:18:00,2025-05-15,16,18,3,Thursday,20,5,May,2,False,True,False,False,False,False,False,False,,,1.0,34.6,48.8,False,False,1.0,Ras Al Khor,Palm Jumeirah,Ras Al Khor Industrial,Nakhlat Jumeira,polygon,polygon,25.18431,55.356267,25.120602,55.133145,Low,High,False,False,0.95,1.2,23.55,34.59,1.469,252.54,2,8.0,Eco Friendly,False,Careem Pay,False,1.121,0.965,0.035,1.085,3.4,45.6,45.5,1.0,5.0,127.42,141.14,4.08,Completed,,5.0,4.2,0.0
RID2025082700,CUS1821583,CAP198800,2025-11-23 21:28:00,2025-11-23,21,28,6,Sunday,47,11,November,4,True,False,False,True,False,False,False,False,,,1.0,29.6,70.4,False,False,1.0,Jebel Ali,Downtown,Jabal Ali Industrial,Burj Khalifa,polygon,polygon,24.929376,55.086038,25.187323,55.278198,Low,High,False,False,0.85,1.3,34.6,44.36,1.282,33.97,2,8.0,Hala Taxi,True,Credit Card,False,0.892,1.0,0.0,1.066,1.9,56.3,47.3,1.0,4.0,114.64,111.91,2.52,Completed,,4.7,4.8,-1.1
RID2025075032,CUS2099991,CAP468818,2025-09-17 07:10:00,2025-09-17,7,10,2,Wednesday,38,9,September,3,False,False,False,True,False,False,False,False,,,1.0,34.0,70.6,False,False,1.0,Dubai Hills,Bur Dubai,Nadd Hessa,Mankhool,polygon,polygon,25.127452,55.377666,25.248091,55.294348,Medium,Medium,False,False,1.05,1.05,15.82,18.84,1.191,328.01,1,4.0,Hala Taxi,True,Cash,False,1.05,0.902,0.098,0.897,2.6,22.4,50.6,1.0,4.0,56.31,56.19,2.98,Completed,,4.3,4.8,1.8
RID2025142690,CUS4435044,CAP183088,2025-05-27 23:59:00,2025-05-27,23,59,1,Tuesday,22,5,May,2,False,False,True,False,False,False,False,False,,,1.0,38.1,51.7,False,False,1.0,DIFC,Marina,Trade Center Second,Marsa Dubai,polygon,polygon,25.214139,55.277636,25.084214,55.137867,High,High,False,False,1.35,1.25,20.17,25.4,1.259,224.27,2,8.0,Comfort,False,Cash,False,1.242,0.929,0.071,0.817,2.8,19.5,78.0,1.25,2.5,105.45,116.0,4.57,Completed,,4.5,4.5,-0.9
RID2025129911,CUS2532016,CAP202533,2025-11-12 10:16:00,2025-11-12,10,16,2,Wednesday,46,11,November,4,False,False,False,True,False,False,False,False,,,1.0,27.5,57.2,False,False,1.0,Palm Jumeirah,Jumeirah,Nakhlat Jumeira,Umm Suqeim First,polygon,polygon,25.122249,55.131239,25.170265,55.223448,High,Medium,False,False,1.2,1.15,10.71,17.74,1.656,60.07,1,4.0,Eco Friendly,False,Cash,False,1.2,0.974,0.026,0.802,2.0,15.4,69.1,1.0,3.5,64.73,65.04,3.67,Completed,,5.0,4.4,1.8
RID2025080811,CUS3128820,CAP137617,2025-03-08 02:47:00,2025-03-08,2,47,5,Saturday,10,3,March,1,True,False,True,False,True,False,True,False,Dubai Food Festival,Food Festival,1.08,26.3,58.7,False,False,1.0,Marina,Palm Jumeirah,Marsa Dubai,Nakhlat Jumeira,polygon,polygon,25.085954,55.14554,25.116088,55.135583,High,High,False,False,1.25,1.2,3.5,8.76,2.504,343.34,0,0.0,Kids,False,Credit Card,False,1.5,0.833,0.167,0.972,3.3,7.9,66.3,1.25,3.5,43.89,44.16,5.04,Completed,,4.4,4.9,-1.0
RID2025118514,CUS3261639,CAP404409,2025-10-19 11:30:00,2025-10-19,11,30,6,Sunday,42,10,October,4,True,False,False,True,False,False,False,False,,,1.0,30.0,63.9,False,False,1.0,Palm Jumeirah,Business Bay,Nakhlat Jumeira,Business Bay,polygon,polygon,25.119066,55.136748,25.178044,55.267298,High,High,False,False,1.2,1.25,14.69,24.0,1.634,63.45,2,8.0,Executive,False,Credit Card,False,1.26,0.919,0.081,0.977,2.5,27.2,53.0,1.25,4.0,131.69,125.43,5.23,Completed,,5.0,4.4,-1.5
RID2025044213,CUS4679251,CAP413490,2025-08-12 16:07:00,2025-08-12,16,7,1,Tuesday,33,8,August,3,False,True,False,False,False,False,False,False,,,1.0,38.4,74.3,False,False,1.0,JVC,Jumeirah,Al Hebiah First,Jumeira Third,polygon,polygon,25.046315,55.24313,25.173418,55.22239,Low,Medium,False,False,0.9,1.15,14.29,18.66,1.306,351.6,0,0.0,Electric,False,Credit Card,False,1.062,0.951,0.049,1.188,5.0,34.3,32.6,1.0,5.5,79.12,81.74,4.38,Completed,,5.0,4.3,-2.3
RID2025011760,CUS4361442,CAP149341,2025-09-26 09:21:00,2025-09-26,9,21,4,Friday,39,9,September,3,False,True,False,False,False,False,False,False,,,1.0,34.7,68.1,False,False,1.0,Jebel Ali,Silicon Oasis,Jabal Ali Industrial,Wadi Al Safa 6,polygon,polygon,24.939729,55.086426,25.048567,55.259093,Low,Low,False,False,0.85,0.88,21.2,30.39,1.434,55.15,2,8.0,Comfort,False,Careem Plus,True,1.003,1.0,0.0,1.157,2.8,51.6,35.3,1.0,5.0,115.53,113.14,3.72,Completed,,4.3,4.9,2.2
RID2025093066,CUS1036194,CAP411875,2025-01-27 22:20:00,2025-01-27,22,20,0,Monday,5,1,January,1,False,False,True,False,False,False,False,False,Dubai Shopping Festival,Shopping Festival,1.35,21.1,64.9,False,False,1.0,Deira,Dubai Hills,Abu Hail,Hadaeq Sheikh Mohammed Bin Rashid,polygon,polygon,25.283878,55.33096,25.102169,55.256115,Medium,Medium,False,False,1.05,1.05,21.56,27.77,1.288,200.46,2,8.0,Hala Kids,True,Careem Pay,False,1.304,0.915,0.085,0.891,2.4,24.1,69.0,1.0,4.0,82.6,86.93,3.13,Completed,,4.7,4.3,3.4
RID2025160908,CUS1991688,CAP241270,2025-11-06 07:07:00,2025-11-06,7,7,3,Thursday,45,11,November,4,False,False,False,True,False,False,False,False,,,1.0,28.7,61.8,False,False,1.0,Bur Dubai,DIFC,Al Karama,Trade Center First,polygon,polygon,25.240401,55.30294,25.221033,55.280563,Medium,High,False,False,1.05,1.35,3.12,5.36,1.722,226.27,0,0.0,Eco Friendly,False,Cash,False,1.05,1.0,0.0,0.899,6.7,5.1,63.2,1.0,3.5,24.48,24.78,4.62,Completed,,4.4,4.6,0.4
RID2025034028,CUS1376565,CAP160633,2025-09-30 19:33:00,2025-09-30,19,33,1,Tuesday,40,9,September,3,False,True,False,False,False,False,False,False,,,1.0,34.5,58.9,False,False,1.0,Mirdif,Bur Dubai,Mirdif,Al Karama,polygon,polygon,25.219005,55.436001,25.247933,55.302433,Medium,Medium,False,False,1.0,1.05,13.81,18.42,1.333,283.49,1,4.0,Electric,False,Credit Card,False,1.18,0.965,0.035,1.195,6.5,25.8,42.8,1.0,5.5,78.25,74.14,4.02,Completed,,4.6,4.0,-0.2
RID2025012386,CUS1498295,CAP168461,2025-10-17 20:41:00,2025-10-17,20,41,4,Friday,42,10,October,4,False,False,False,True,False,False,False,False,GITEX Global,Tech Conference,1.18,33.9,52.3,False,False,1.0,Al Nahda,Jumeirah,Al Nahda Second,Al Manara,polygon,polygon,25.289522,55.373622,25.146089,55.221606,Medium,Medium,False,False,0.92,1.15,22.1,27.11,1.227,223.83,2,8.0,Hala Taxi,True,Cash,False,1.086,0.97,0.03,0.881,9.2,27.8,58.5,1.0,4.0,81.26,75.19,2.77,Completed,,4.7,4.3,0.2
RID2025142086,CUS3615348,CAP222877,2025-09-16 17:45:00,2025-09-16,17,45,1,Tuesday,38,9,September,3,False,True,False,False,False,False,False,False,,,1.0,35.6,70.9,False,False,1.0,Palm Jumeirah,Bur Dubai,Nakhlat Jumeira,Al Karama,polygon,polygon,25.117504,55.133122,25.241098,55.307069,High,Medium,False,False,1.2,1.05,22.25,26.74,1.201,51.83,2,8.0,Hala MAX,True,Credit Card,False,1.416,0.877,0.123,1.13,3.7,44.4,36.2,1.0,8.0,98.51,99.93,3.74,Completed,,4.7,4.5,-0.3
RID2025041929,CUS4409170,CAP359255,2025-01-20 12:52:00,2025-01-20,12,52,0,Monday,4,1,January,1,False,False,False,True,False,False,False,False,Dubai Shopping Festival,Shopping Festival,1.263,23.2,69.2,False,False,1.0,DXB Airport,Downtown,Dubai Int'l Airport,Zaa'Beel Second,polygon,polygon,25.255419,55.3636,25.200433,55.282645,High,High,True,False,1.1,1.3,10.18,17.4,1.709,233.12,1,4.0,Electric,False,Cash,False,1.389,1.0,0.0,0.954,4.0,19.4,53.8,1.25,4.0,84.82,83.48,4.8,Completed,,4.6,4.7,-0.4
RID2025140901,CUS3084746,CAP116028,2025-03-01 16:48:00,2025-03-01,16,48,5,Saturday,9,3,March,1,True,True,False,False,True,False,False,False,Dubai Food Festival,Food Festival,1.02,29.1,52.5,False,False,1.0,Al Nahda,DXB Airport,Al Qusais,Dubai Int'l Airport,polygon,polygon,25.279907,55.368693,25.255345,55.37068,Medium,High,True,False,0.92,1.1,2.74,4.27,1.561,175.82,0,0.0,Executive,False,Careem Pay,False,1.116,0.945,0.055,1.339,5.6,8.7,29.4,1.0,6.0,29.39,28.78,6.73,Completed,,4.8,4.6,1.2
RID2025127773,CUS1725977,CAP188784,2025-09-02 13:36:00,2025-09-02,13,36,1,Tuesday,36,9,September,3,False,False,False,True,False,False,False,False,,,1.0,36.6,57.8,False,False,1.0,DIFC,Sharjah,Trade Center Second,Sharjah,polygon,centroid,25.217984,55.280782,25.357616,55.423797,High,Low,False,False,1.35,0.95,21.16,23.14,1.094,42.77,2,8.0,Hala MAX,True,Careem Pay,False,1.35,0.91,0.09,0.817,3.1,21.4,65.0,1.0,5.5,85.55,85.51,3.69,Completed,,4.4,4.3,1.9
RID2025157376,CUS2857196,CAP324107,2025-03-02 19:09:00,2025-03-02,19,9,6,Sunday,9,3,March,1,True,True,False,False,True,False,False,False,Dubai Food Festival,Food Festival,1.08,24.5,57.0,False,False,1.0,JVC,Bur Dubai,Al Hebiah Second,Al Karama,polygon,polygon,25.038391,55.241894,25.241516,55.30286,Low,Medium,False,False,0.9,1.05,23.41,31.2,1.333,15.19,1,4.0,Comfort,False,Careem Pay,False,1.156,1.0,0.0,1.289,6.6,53.7,34.9,1.0,5.0,112.85,106.41,3.41,Completed,,5.0,4.8,1.1
RID2025107723,CUS3432897,CAP224992,2025-12-14 10:33:00,2025-12-14,10,33,6,Sunday,50,12,December,4,True,False,False,True,False,False,False,False,,,1.0,22.9,60.4,False,False,1.0,DXB Airport,Deira,Dubai Int'l Airport,Al Muraqqabat,polygon,polygon,25.248549,55.374675,25.269671,55.329187,High,Medium,True,False,1.1,1.05,5.14,7.2,1.4,297.19,0,0.0,Hala Kids,True,Credit Card,False,1.155,0.937,0.063,1.047,5.6,8.3,52.1,1.0,4.5,44.3,46.15,6.41,Completed,,4.4,4.6,-0.8
RID2025046649,CUS1271354,CAP302236,2025-10-05 13:43:00,2025-10-05,13,43,6,Sunday,40,10,October,4,True,False,False,True,False,False,False,False,,,1.0,30.6,66.1,False,False,1.0,Marina,Jebel Ali,Marsa Dubai,Jabal Ali Industrial,polygon,polygon,25.080438,55.143605,24.939583,55.084286,High,Low,False,False,1.25,0.85,16.76,17.85,1.065,200.9,0,0.0,Hala MAX,True,Cash,False,1.312,0.828,0.172,0.913,2.3,17.2,62.3,1.0,5.5,61.63,64.14,3.59,Completed,,4.4,4.7,-1.8
RID2025125111,CUS2783073,CAP165088,2025-06-29 08:14:00,2025-06-29,8,14,6,Sunday,26,6,June,2,True,True,False,False,False,False,False,False,,,1.0,40.8,58.8,False,False,1.0,Deira,Downtown,Al Muteena,Zaa'Beel Second,polygon,polygon,25.275101,55.323338,25.205208,55.279178,Medium,High,False,False,1.05,1.3,8.95,11.68,1.305,209.76,1,4.0,Comfort,False,Careem Pay,False,1.301,0.905,0.095,1.296,5.7,17.9,39.1,1.25,5.0,60.04,63.87,5.47,Completed,,3.8,4.5,-0.4
RID2025023829,CUS3261841,CAP480896,2025-12-25 18:33:00,2025-12-25,18,33,3,Thursday,52,12,December,4,False,True,False,False,False,False,False,False,,,1.0,20.2,67.1,True,False,1.4,Bur Dubai,Downtown,Al Karama,Burj Khalifa,polygon,polygon,25.246333,55.305262,25.199174,55.276517,Medium,High,False,False,1.05,1.3,5.99,7.48,1.249,208.88,0,0.0,Hala MAX,True,Credit Card,False,1.735,0.825,0.175,1.202,7.5,13.3,33.8,1.0,8.0,37.6,39.25,5.25,Completed,,4.5,4.1,0.3
RID2025025056,CUS1982185,CAP339164,2025-12-13 08:08:00,2025-12-13,8,8,5,Saturday,50,12,December,4,True,True,False,False,False,False,False,False,,,1.0,23.5,59.4,False,False,1.0,Al Quoz,Sharjah,Al Qouz Industrial,Sharjah,polygon,centroid,25.146869,55.229236,25.347042,55.410621,Low,Low,False,False,0.9,0.95,28.78,32.43,1.127,39.3,2,8.0,Executive,False,Cash,False,1.115,0.838,0.162,1.317,9.9,63.7,30.6,1.25,6.0,192.1,191.43,5.9,Completed,,4.0,4.3,0.2
